source,target,edge_type,industry,dependency_weight,flow_value_usd,substitution_difficulty,rerouting_capability,resilience_coefficient,recovery_delay_weeks,evidence_source
ARE:telecommunications,ARE:oil,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
ARE:telecommunications,ARE:shipping,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
ARE:telecommunications,ARE:tourism,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
ARE:telecommunications,ARE:energy,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
ARE:telecommunications,ARE:agriculture,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
ARE:telecommunications,ARE:ports,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
ARE:telecommunications,ARE:utilities,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
ARE:telecommunications,ARE:banking,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
ARE:telecommunications,ARE:consumer_goods,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
ARG:banking,ARG:government,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
ARG:banking,ARG:tourism,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
ARG:banking,ARG:agriculture,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
ARG:banking,ARG:telecommunications,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
ARG:banking,ARG:utilities,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
ARG:banking,ARG:automotive,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
ARG:banking,ARG:consumer_goods,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
ARG:utilities,ARG:government,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
ARG:utilities,ARG:tourism,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
ARG:utilities,ARG:agriculture,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
ARG:utilities,ARG:banking,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
ARG:utilities,ARG:telecommunications,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
ARG:utilities,ARG:automotive,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
ARG:utilities,ARG:consumer_goods,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
ARG:telecommunications,ARG:government,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
ARG:telecommunications,ARG:tourism,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
ARG:telecommunications,ARG:agriculture,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
ARG:telecommunications,ARG:banking,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
ARG:telecommunications,ARG:utilities,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
ARG:telecommunications,ARG:automotive,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
ARG:telecommunications,ARG:consumer_goods,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
AUS:banking,AUS:government,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
AUS:banking,AUS:gas,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
AUS:banking,AUS:aviation,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
AUS:banking,AUS:tourism,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
AUS:banking,AUS:energy,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
AUS:banking,AUS:agriculture,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
AUS:banking,AUS:telecommunications,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
AUS:banking,AUS:utilities,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
AUS:banking,AUS:consumer_goods,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
AUS:utilities,AUS:government,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
AUS:utilities,AUS:aviation,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
AUS:utilities,AUS:insurance,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
AUS:utilities,AUS:capital_markets,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
AUS:utilities,AUS:tourism,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
AUS:utilities,AUS:energy,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
AUS:utilities,AUS:agriculture,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
AUS:utilities,AUS:telecommunications,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
AUS:utilities,AUS:banking,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
AUS:utilities,AUS:consumer_goods,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
AUS:gas,AUS:government,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
AUS:gas,AUS:aviation,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
AUS:gas,AUS:insurance,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
AUS:gas,AUS:capital_markets,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
AUS:gas,AUS:tourism,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
AUS:gas,AUS:energy,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
AUS:gas,AUS:agriculture,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
AUS:gas,AUS:telecommunications,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
AUS:gas,AUS:banking,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
AUS:gas,AUS:consumer_goods,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
AUS:telecommunications,AUS:government,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
AUS:telecommunications,AUS:gas,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
AUS:telecommunications,AUS:aviation,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
AUS:telecommunications,AUS:insurance,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
AUS:telecommunications,AUS:capital_markets,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
AUS:telecommunications,AUS:tourism,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
AUS:telecommunications,AUS:energy,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
AUS:telecommunications,AUS:agriculture,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
AUS:telecommunications,AUS:utilities,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
AUS:telecommunications,AUS:banking,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
AUS:telecommunications,AUS:consumer_goods,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BEL:banking,BEL:government,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BEL:banking,BEL:shipping,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BEL:banking,BEL:tourism,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BEL:banking,BEL:agriculture,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BEL:banking,BEL:telecommunications,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BEL:banking,BEL:ports,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BEL:banking,BEL:utilities,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BEL:banking,BEL:consumer_goods,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BEL:utilities,BEL:government,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BEL:utilities,BEL:shipping,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BEL:utilities,BEL:tourism,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BEL:utilities,BEL:agriculture,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BEL:utilities,BEL:telecommunications,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BEL:utilities,BEL:ports,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BEL:utilities,BEL:banking,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BEL:utilities,BEL:consumer_goods,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BEL:telecommunications,BEL:government,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BEL:telecommunications,BEL:shipping,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BEL:telecommunications,BEL:tourism,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BEL:telecommunications,BEL:agriculture,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BEL:telecommunications,BEL:ports,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BEL:telecommunications,BEL:utilities,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BEL:telecommunications,BEL:banking,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BEL:telecommunications,BEL:consumer_goods,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BGD:banking,BGD:government,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BGD:banking,BGD:tourism,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BGD:banking,BGD:agriculture,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BGD:banking,BGD:telecommunications,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BGD:banking,BGD:utilities,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BGD:banking,BGD:consumer_goods,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BGD:utilities,BGD:government,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BGD:utilities,BGD:tourism,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BGD:utilities,BGD:agriculture,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BGD:utilities,BGD:telecommunications,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BGD:utilities,BGD:banking,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BGD:utilities,BGD:consumer_goods,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BGD:telecommunications,BGD:government,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BGD:telecommunications,BGD:tourism,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BGD:telecommunications,BGD:agriculture,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BGD:telecommunications,BGD:utilities,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BGD:telecommunications,BGD:banking,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BGD:telecommunications,BGD:consumer_goods,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BRA:banking,BRA:government,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BRA:banking,BRA:aviation,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BRA:banking,BRA:oil,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BRA:banking,BRA:tourism,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BRA:banking,BRA:energy,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BRA:banking,BRA:agriculture,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BRA:banking,BRA:ports,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BRA:banking,BRA:telecommunications,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BRA:banking,BRA:automotive,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BRA:banking,BRA:aerospace,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BRA:banking,BRA:utilities,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BRA:banking,BRA:consumer_goods,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
BRA:utilities,BRA:government,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BRA:utilities,BRA:aviation,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BRA:utilities,BRA:tourism,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BRA:utilities,BRA:energy,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BRA:utilities,BRA:agriculture,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BRA:utilities,BRA:banking,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BRA:utilities,BRA:ports,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BRA:utilities,BRA:telecommunications,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BRA:utilities,BRA:automotive,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BRA:utilities,BRA:aerospace,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BRA:utilities,BRA:consumer_goods,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
BRA:oil,BRA:government,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
BRA:oil,BRA:aviation,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
BRA:oil,BRA:tourism,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
BRA:oil,BRA:energy,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
BRA:oil,BRA:agriculture,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
BRA:oil,BRA:banking,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
BRA:oil,BRA:ports,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
BRA:oil,BRA:telecommunications,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
BRA:oil,BRA:automotive,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
BRA:oil,BRA:aerospace,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
BRA:oil,BRA:consumer_goods,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
BRA:telecommunications,BRA:government,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BRA:telecommunications,BRA:aviation,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BRA:telecommunications,BRA:oil,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BRA:telecommunications,BRA:tourism,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BRA:telecommunications,BRA:energy,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BRA:telecommunications,BRA:agriculture,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BRA:telecommunications,BRA:banking,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BRA:telecommunications,BRA:ports,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BRA:telecommunications,BRA:automotive,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BRA:telecommunications,BRA:aerospace,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BRA:telecommunications,BRA:utilities,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
BRA:telecommunications,BRA:consumer_goods,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
CAN:banking,CAN:government,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
CAN:banking,CAN:gas,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
CAN:banking,CAN:aviation,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
CAN:banking,CAN:oil,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
CAN:banking,CAN:tourism,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
CAN:banking,CAN:energy,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
CAN:banking,CAN:agriculture,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
CAN:banking,CAN:telecommunications,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
CAN:banking,CAN:utilities,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
CAN:banking,CAN:automotive,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
CAN:banking,CAN:aerospace,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
CAN:banking,CAN:consumer_goods,credit,banking,0.4,0,0.5,0.4,0.3,6.0,hardcoded: bank-credit dependency per country
CAN:utilities,CAN:government,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
CAN:utilities,CAN:aviation,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
CAN:utilities,CAN:insurance,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
CAN:utilities,CAN:capital_markets,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
CAN:utilities,CAN:tourism,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
CAN:utilities,CAN:energy,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
CAN:utilities,CAN:agriculture,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
CAN:utilities,CAN:banking,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
CAN:utilities,CAN:telecommunications,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
CAN:utilities,CAN:automotive,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
CAN:utilities,CAN:aerospace,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
CAN:utilities,CAN:consumer_goods,energy_supply,utilities,0.35,0,0.6,0.3,0.25,4.0,hardcoded: utilities supply dependency per country
CAN:oil,CAN:government,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
CAN:oil,CAN:aviation,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
CAN:oil,CAN:insurance,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
CAN:oil,CAN:capital_markets,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
CAN:oil,CAN:tourism,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
CAN:oil,CAN:energy,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
CAN:oil,CAN:agriculture,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
CAN:oil,CAN:banking,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
CAN:oil,CAN:telecommunications,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
CAN:oil,CAN:automotive,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
CAN:oil,CAN:aerospace,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
CAN:oil,CAN:consumer_goods,energy_supply,oil,0.35,0,0.6,0.3,0.25,4.0,hardcoded: oil supply dependency per country
CAN:gas,CAN:government,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
CAN:gas,CAN:aviation,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
CAN:gas,CAN:insurance,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
CAN:gas,CAN:capital_markets,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
CAN:gas,CAN:tourism,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
CAN:gas,CAN:energy,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
CAN:gas,CAN:agriculture,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
CAN:gas,CAN:banking,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
CAN:gas,CAN:telecommunications,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
CAN:gas,CAN:automotive,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
CAN:gas,CAN:aerospace,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
CAN:gas,CAN:consumer_goods,energy_supply,gas,0.35,0,0.6,0.3,0.25,4.0,hardcoded: gas supply dependency per country
CAN:telecommunications,CAN:government,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
CAN:telecommunications,CAN:gas,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
CAN:telecommunications,CAN:aviation,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
CAN:telecommunications,CAN:insurance,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
CAN:telecommunications,CAN:capital_markets,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
CAN:telecommunications,CAN:oil,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
CAN:telecommunications,CAN:tourism,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
CAN:telecommunications,CAN:energy,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
CAN:telecommunications,CAN:agriculture,telecom_backbone,telecommunications,0.2,0,0.4,0.5,0.3,2.0,hardcoded: telecom dependency per country
