node_id,country_iso3,industry,kind,centrality,vulnerability,resilience,amplification,threshold,recovery_delay_weeks,inventory_weeks,pass_through,elasticity,labor_intensity,gdp_usd
IND:utilities,IND,utilities,country_industry,0.6,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,6000000000.0
IRL:agriculture,IRL,agriculture,country_industry,0.45,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,4500000000.0
IRL:banking,IRL,banking,country_industry,0.45,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,4500000000.0
IRL:consumer_goods,IRL,consumer_goods,country_industry,0.45,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,4500000000.0
IRL:government,IRL,government,country_industry,0.45,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,4500000000.0
IRL:semiconductors,IRL,semiconductors,country_industry,0.45,0.75,0.5,0.7,0.3,12,10,0.5,0.5,0.5,4500000000.0
IRL:telecommunications,IRL,telecommunications,country_industry,0.45,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,4500000000.0
IRL:tourism,IRL,tourism,country_industry,0.45,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,4500000000.0
IRL:utilities,IRL,utilities,country_industry,0.45,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,4500000000.0
IRN:agriculture,IRN,agriculture,country_industry,0.4,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,4000000000.0
IRN:banking,IRN,banking,country_industry,0.4,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,4000000000.0
IRN:consumer_goods,IRN,consumer_goods,country_industry,0.4,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,4000000000.0
IRN:energy,IRN,energy,country_industry,0.4,0.65,0.5,0.7,0.3,10,3,0.5,0.5,0.5,4000000000.0
IRN:gas,IRN,gas,country_industry,0.4,0.65,0.5,0.65,0.3,8,2,0.5,0.5,0.5,4000000000.0
IRN:government,IRN,government,country_industry,0.4,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,4000000000.0
IRN:oil,IRN,oil,country_industry,0.4,0.6,0.5,0.6,0.3,12,13,0.5,0.5,0.5,4000000000.0
IRN:telecommunications,IRN,telecommunications,country_industry,0.4,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,4000000000.0
IRN:tourism,IRN,tourism,country_industry,0.4,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,4000000000.0
IRN:utilities,IRN,utilities,country_industry,0.4,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,4000000000.0
IRQ:agriculture,IRQ,agriculture,country_industry,0.3,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,3000000000.0
IRQ:banking,IRQ,banking,country_industry,0.3,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,3000000000.0
IRQ:consumer_goods,IRQ,consumer_goods,country_industry,0.3,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,3000000000.0
IRQ:energy,IRQ,energy,country_industry,0.3,0.65,0.5,0.7,0.3,10,3,0.5,0.5,0.5,3000000000.0
IRQ:government,IRQ,government,country_industry,0.3,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,3000000000.0
IRQ:oil,IRQ,oil,country_industry,0.3,0.6,0.5,0.6,0.3,12,13,0.5,0.5,0.5,3000000000.0
IRQ:telecommunications,IRQ,telecommunications,country_industry,0.3,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,3000000000.0
IRQ:tourism,IRQ,tourism,country_industry,0.3,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,3000000000.0
IRQ:utilities,IRQ,utilities,country_industry,0.3,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,3000000000.0
ISR:aerospace,ISR,aerospace,country_industry,0.45,0.5,0.5,0.5,0.3,16,13,0.5,0.5,0.5,4500000000.0
ISR:agriculture,ISR,agriculture,country_industry,0.45,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,4500000000.0
ISR:banking,ISR,banking,country_industry,0.45,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,4500000000.0
ISR:consumer_goods,ISR,consumer_goods,country_industry,0.45,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,4500000000.0
ISR:government,ISR,government,country_industry,0.45,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,4500000000.0
ISR:semiconductors,ISR,semiconductors,country_industry,0.45,0.75,0.5,0.7,0.3,12,10,0.5,0.5,0.5,4500000000.0
ISR:telecommunications,ISR,telecommunications,country_industry,0.45,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,4500000000.0
ISR:tourism,ISR,tourism,country_industry,0.45,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,4500000000.0
ISR:utilities,ISR,utilities,country_industry,0.45,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,4500000000.0
ITA:agriculture,ITA,agriculture,country_industry,0.5,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,5000000000.0
ITA:automotive,ITA,automotive,country_industry,0.5,0.55,0.5,0.6,0.3,8,5,0.5,0.5,0.5,5000000000.0
ITA:aviation,ITA,aviation,country_industry,0.5,0.7,0.5,0.6,0.3,12,8,0.5,0.5,0.5,5000000000.0
ITA:banking,ITA,banking,country_industry,0.5,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,5000000000.0
ITA:consumer_goods,ITA,consumer_goods,country_industry,0.5,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,5000000000.0
ITA:government,ITA,government,country_industry,0.5,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,5000000000.0
ITA:insurance,ITA,insurance,country_industry,0.5,0.7,0.5,0.7,0.3,26,0,0.5,0.5,0.5,5000000000.0
ITA:telecommunications,ITA,telecommunications,country_industry,0.5,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,5000000000.0
ITA:tourism,ITA,tourism,country_industry,0.5,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,5000000000.0
ITA:utilities,ITA,utilities,country_industry,0.5,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,5000000000.0
JOR:agriculture,JOR,agriculture,country_industry,0.25,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,2500000000.0
JOR:banking,JOR,banking,country_industry,0.25,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,2500000000.0
JOR:consumer_goods,JOR,consumer_goods,country_industry,0.25,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,2500000000.0
JOR:government,JOR,government,country_industry,0.25,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,2500000000.0
JOR:telecommunications,JOR,telecommunications,country_industry,0.25,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,2500000000.0
JOR:tourism,JOR,tourism,country_industry,0.25,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,2500000000.0
JOR:utilities,JOR,utilities,country_industry,0.25,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,2500000000.0
JPN:aerospace,JPN,aerospace,country_industry,0.75,0.5,0.5,0.5,0.3,16,13,0.5,0.5,0.5,7500000000.0
JPN:agriculture,JPN,agriculture,country_industry,0.75,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,7500000000.0
JPN:automotive,JPN,automotive,country_industry,0.75,0.55,0.5,0.6,0.3,8,5,0.5,0.5,0.5,7500000000.0
JPN:aviation,JPN,aviation,country_industry,0.75,0.7,0.5,0.6,0.3,12,8,0.5,0.5,0.5,7500000000.0
JPN:banking,JPN,banking,country_industry,0.75,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,7500000000.0
JPN:capital_markets,JPN,capital_markets,country_industry,0.75,0.85,0.5,0.9,0.3,13,0,0.5,0.5,0.5,7500000000.0
JPN:consumer_goods,JPN,consumer_goods,country_industry,0.75,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,7500000000.0
JPN:electronics,JPN,electronics,country_industry,0.75,0.6,0.5,0.55,0.3,6,7,0.5,0.5,0.5,7500000000.0
JPN:government,JPN,government,country_industry,0.75,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,7500000000.0
JPN:insurance,JPN,insurance,country_industry,0.75,0.7,0.5,0.7,0.3,26,0,0.5,0.5,0.5,7500000000.0
JPN:ports,JPN,ports,country_industry,0.75,0.75,0.5,0.7,0.3,4,1,0.5,0.5,0.5,7500000000.0
JPN:semiconductors,JPN,semiconductors,country_industry,0.75,0.75,0.5,0.7,0.3,12,10,0.5,0.5,0.5,7500000000.0
JPN:shipping,JPN,shipping,country_industry,0.75,0.7,0.5,0.65,0.3,4,0,0.5,0.5,0.5,7500000000.0
JPN:telecommunications,JPN,telecommunications,country_industry,0.75,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,7500000000.0
JPN:tourism,JPN,tourism,country_industry,0.75,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,7500000000.0
JPN:utilities,JPN,utilities,country_industry,0.75,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,7500000000.0
KEN:agriculture,KEN,agriculture,country_industry,0.3,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,3000000000.0
KEN:banking,KEN,banking,country_industry,0.3,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,3000000000.0
KEN:consumer_goods,KEN,consumer_goods,country_industry,0.3,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,3000000000.0
KEN:government,KEN,government,country_industry,0.3,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,3000000000.0
KEN:telecommunications,KEN,telecommunications,country_industry,0.3,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,3000000000.0
KEN:tourism,KEN,tourism,country_industry,0.3,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,3000000000.0
KEN:utilities,KEN,utilities,country_industry,0.3,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,3000000000.0
KOR:agriculture,KOR,agriculture,country_industry,0.7,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,7000000000.0
KOR:automotive,KOR,automotive,country_industry,0.7,0.55,0.5,0.6,0.3,8,5,0.5,0.5,0.5,7000000000.0
KOR:aviation,KOR,aviation,country_industry,0.7,0.7,0.5,0.6,0.3,12,8,0.5,0.5,0.5,7000000000.0
KOR:banking,KOR,banking,country_industry,0.7,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,7000000000.0
KOR:consumer_goods,KOR,consumer_goods,country_industry,0.7,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,7000000000.0
KOR:electronics,KOR,electronics,country_industry,0.7,0.6,0.5,0.55,0.3,6,7,0.5,0.5,0.5,7000000000.0
KOR:government,KOR,government,country_industry,0.7,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,7000000000.0
KOR:insurance,KOR,insurance,country_industry,0.7,0.7,0.5,0.7,0.3,26,0,0.5,0.5,0.5,7000000000.0
KOR:ports,KOR,ports,country_industry,0.7,0.75,0.5,0.7,0.3,4,1,0.5,0.5,0.5,7000000000.0
KOR:semiconductors,KOR,semiconductors,country_industry,0.7,0.75,0.5,0.7,0.3,12,10,0.5,0.5,0.5,7000000000.0
KOR:shipping,KOR,shipping,country_industry,0.7,0.7,0.5,0.65,0.3,4,0,0.5,0.5,0.5,7000000000.0
KOR:telecommunications,KOR,telecommunications,country_industry,0.7,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,7000000000.0
KOR:tourism,KOR,tourism,country_industry,0.7,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,7000000000.0
KOR:utilities,KOR,utilities,country_industry,0.7,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,7000000000.0
LBN:agriculture,LBN,agriculture,country_industry,0.25,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,2500000000.0
LBN:banking,LBN,banking,country_industry,0.25,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,2500000000.0
LBN:consumer_goods,LBN,consumer_goods,country_industry,0.25,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,2500000000.0
LBN:government,LBN,government,country_industry,0.25,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,2500000000.0
LBN:telecommunications,LBN,telecommunications,country_industry,0.25,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,2500000000.0
LBN:tourism,LBN,tourism,country_industry,0.25,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,2500000000.0
LBN:utilities,LBN,utilities,country_industry,0.25,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,2500000000.0
LBY:agriculture,LBY,agriculture,country_industry,0.3,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,3000000000.0
LBY:banking,LBY,banking,country_industry,0.3,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,3000000000.0
LBY:consumer_goods,LBY,consumer_goods,country_industry,0.3,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,3000000000.0
LBY:energy,LBY,energy,country_industry,0.3,0.65,0.5,0.7,0.3,10,3,0.5,0.5,0.5,3000000000.0
LBY:government,LBY,government,country_industry,0.3,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,3000000000.0
LBY:oil,LBY,oil,country_industry,0.3,0.6,0.5,0.6,0.3,12,13,0.5,0.5,0.5,3000000000.0
LBY:telecommunications,LBY,telecommunications,country_industry,0.3,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,3000000000.0
LBY:tourism,LBY,tourism,country_industry,0.3,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,3000000000.0
LBY:utilities,LBY,utilities,country_industry,0.3,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,3000000000.0
LKA:agriculture,LKA,agriculture,country_industry,0.25,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,2500000000.0
LKA:banking,LKA,banking,country_industry,0.25,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,2500000000.0
LKA:consumer_goods,LKA,consumer_goods,country_industry,0.25,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,2500000000.0
LKA:government,LKA,government,country_industry,0.25,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,2500000000.0
LKA:telecommunications,LKA,telecommunications,country_industry,0.25,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,2500000000.0
LKA:tourism,LKA,tourism,country_industry,0.25,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,2500000000.0
LKA:utilities,LKA,utilities,country_industry,0.25,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,2500000000.0
MDV:agriculture,MDV,agriculture,country_industry,0.15,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,1500000000.0
MDV:banking,MDV,banking,country_industry,0.15,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,1500000000.0
MDV:consumer_goods,MDV,consumer_goods,country_industry,0.15,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,1500000000.0
MDV:government,MDV,government,country_industry,0.15,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,1500000000.0
MDV:telecommunications,MDV,telecommunications,country_industry,0.15,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,1500000000.0
MDV:tourism,MDV,tourism,country_industry,0.15,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,1500000000.0
MDV:utilities,MDV,utilities,country_industry,0.15,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,1500000000.0
MEX:agriculture,MEX,agriculture,country_industry,0.55,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,5500000000.0
MEX:automotive,MEX,automotive,country_industry,0.55,0.55,0.5,0.6,0.3,8,5,0.5,0.5,0.5,5500000000.0
MEX:banking,MEX,banking,country_industry,0.55,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,5500000000.0
MEX:consumer_goods,MEX,consumer_goods,country_industry,0.55,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,5500000000.0
MEX:electronics,MEX,electronics,country_industry,0.55,0.6,0.5,0.55,0.3,6,7,0.5,0.5,0.5,5500000000.0
MEX:government,MEX,government,country_industry,0.55,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,5500000000.0
MEX:oil,MEX,oil,country_industry,0.55,0.6,0.5,0.6,0.3,12,13,0.5,0.5,0.5,5500000000.0
MEX:ports,MEX,ports,country_industry,0.55,0.75,0.5,0.7,0.3,4,1,0.5,0.5,0.5,5500000000.0
MEX:telecommunications,MEX,telecommunications,country_industry,0.55,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,5500000000.0
MEX:tourism,MEX,tourism,country_industry,0.55,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,5500000000.0
MEX:utilities,MEX,utilities,country_industry,0.55,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,5500000000.0
MMR:agriculture,MMR,agriculture,country_industry,0.25,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,2500000000.0
MMR:banking,MMR,banking,country_industry,0.25,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,2500000000.0
MMR:consumer_goods,MMR,consumer_goods,country_industry,0.25,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,2500000000.0
MMR:government,MMR,government,country_industry,0.25,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,2500000000.0
MMR:telecommunications,MMR,telecommunications,country_industry,0.25,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,2500000000.0
MMR:tourism,MMR,tourism,country_industry,0.25,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,2500000000.0
MMR:utilities,MMR,utilities,country_industry,0.25,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,2500000000.0
MYS:agriculture,MYS,agriculture,country_industry,0.5,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,5000000000.0
MYS:banking,MYS,banking,country_industry,0.5,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,5000000000.0
MYS:consumer_goods,MYS,consumer_goods,country_industry,0.5,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,5000000000.0
MYS:electronics,MYS,electronics,country_industry,0.5,0.6,0.5,0.55,0.3,6,7,0.5,0.5,0.5,5000000000.0
MYS:government,MYS,government,country_industry,0.5,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,5000000000.0
MYS:ports,MYS,ports,country_industry,0.5,0.75,0.5,0.7,0.3,4,1,0.5,0.5,0.5,5000000000.0
MYS:semiconductors,MYS,semiconductors,country_industry,0.5,0.75,0.5,0.7,0.3,12,10,0.5,0.5,0.5,5000000000.0
MYS:shipping,MYS,shipping,country_industry,0.5,0.7,0.5,0.65,0.3,4,0,0.5,0.5,0.5,5000000000.0
MYS:telecommunications,MYS,telecommunications,country_industry,0.5,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,5000000000.0
MYS:tourism,MYS,tourism,country_industry,0.5,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,5000000000.0
MYS:utilities,MYS,utilities,country_industry,0.5,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,5000000000.0
NGA:agriculture,NGA,agriculture,country_industry,0.35,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,3500000000.0
NGA:banking,NGA,banking,country_industry,0.35,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,3500000000.0
NGA:consumer_goods,NGA,consumer_goods,country_industry,0.35,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,3500000000.0
NGA:energy,NGA,energy,country_industry,0.35,0.65,0.5,0.7,0.3,10,3,0.5,0.5,0.5,3500000000.0
NGA:government,NGA,government,country_industry,0.35,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,3500000000.0
NGA:oil,NGA,oil,country_industry,0.35,0.6,0.5,0.6,0.3,12,13,0.5,0.5,0.5,3500000000.0
NGA:telecommunications,NGA,telecommunications,country_industry,0.35,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,3500000000.0
NGA:tourism,NGA,tourism,country_industry,0.35,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,3500000000.0
NGA:utilities,NGA,utilities,country_industry,0.35,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,3500000000.0
NLD:aerospace,NLD,aerospace,country_industry,0.6,0.5,0.5,0.5,0.3,16,13,0.5,0.5,0.5,6000000000.0
NLD:agriculture,NLD,agriculture,country_industry,0.6,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,6000000000.0
NLD:banking,NLD,banking,country_industry,0.6,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,6000000000.0
NLD:capital_markets,NLD,capital_markets,country_industry,0.6,0.85,0.5,0.9,0.3,13,0,0.5,0.5,0.5,6000000000.0
NLD:consumer_goods,NLD,consumer_goods,country_industry,0.6,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,6000000000.0
NLD:gas,NLD,gas,country_industry,0.6,0.65,0.5,0.65,0.3,8,2,0.5,0.5,0.5,6000000000.0
NLD:government,NLD,government,country_industry,0.6,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,6000000000.0
NLD:insurance,NLD,insurance,country_industry,0.6,0.7,0.5,0.7,0.3,26,0,0.5,0.5,0.5,6000000000.0
NLD:ports,NLD,ports,country_industry,0.6,0.75,0.5,0.7,0.3,4,1,0.5,0.5,0.5,6000000000.0
NLD:semiconductors,NLD,semiconductors,country_industry,0.6,0.75,0.5,0.7,0.3,12,10,0.5,0.5,0.5,6000000000.0
NLD:shipping,NLD,shipping,country_industry,0.6,0.7,0.5,0.65,0.3,4,0,0.5,0.5,0.5,6000000000.0
NLD:telecommunications,NLD,telecommunications,country_industry,0.6,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,6000000000.0
NLD:tourism,NLD,tourism,country_industry,0.6,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,6000000000.0
NLD:utilities,NLD,utilities,country_industry,0.6,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,6000000000.0
NOR:agriculture,NOR,agriculture,country_industry,0.4,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,4000000000.0
NOR:banking,NOR,banking,country_industry,0.4,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,4000000000.0
NOR:consumer_goods,NOR,consumer_goods,country_industry,0.4,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,4000000000.0
NOR:energy,NOR,energy,country_industry,0.4,0.65,0.5,0.7,0.3,10,3,0.5,0.5,0.5,4000000000.0
NOR:gas,NOR,gas,country_industry,0.4,0.65,0.5,0.65,0.3,8,2,0.5,0.5,0.5,4000000000.0
NOR:government,NOR,government,country_industry,0.4,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,4000000000.0
NOR:oil,NOR,oil,country_industry,0.4,0.6,0.5,0.6,0.3,12,13,0.5,0.5,0.5,4000000000.0
NOR:telecommunications,NOR,telecommunications,country_industry,0.4,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,4000000000.0
NOR:tourism,NOR,tourism,country_industry,0.4,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,4000000000.0
NOR:utilities,NOR,utilities,country_industry,0.4,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,4000000000.0
NPL:agriculture,NPL,agriculture,country_industry,0.2,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,2000000000.0
NPL:banking,NPL,banking,country_industry,0.2,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,2000000000.0
NPL:consumer_goods,NPL,consumer_goods,country_industry,0.2,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,2000000000.0
NPL:government,NPL,government,country_industry,0.2,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,2000000000.0
NPL:telecommunications,NPL,telecommunications,country_industry,0.2,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,2000000000.0
NPL:tourism,NPL,tourism,country_industry,0.2,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,2000000000.0
NPL:utilities,NPL,utilities,country_industry,0.2,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,2000000000.0
PAK:agriculture,PAK,agriculture,country_industry,0.35,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,3500000000.0
PAK:banking,PAK,banking,country_industry,0.35,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,3500000000.0
PAK:consumer_goods,PAK,consumer_goods,country_industry,0.35,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,3500000000.0
PAK:government,PAK,government,country_industry,0.35,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,3500000000.0
PAK:telecommunications,PAK,telecommunications,country_industry,0.35,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,3500000000.0
PAK:tourism,PAK,tourism,country_industry,0.35,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,3500000000.0
PAK:utilities,PAK,utilities,country_industry,0.35,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,3500000000.0
PHL:agriculture,PHL,agriculture,country_industry,0.4,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,4000000000.0
PHL:banking,PHL,banking,country_industry,0.4,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,4000000000.0
PHL:consumer_goods,PHL,consumer_goods,country_industry,0.4,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,4000000000.0
PHL:electronics,PHL,electronics,country_industry,0.4,0.6,0.5,0.55,0.3,6,7,0.5,0.5,0.5,4000000000.0
PHL:government,PHL,government,country_industry,0.4,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,4000000000.0
PHL:telecommunications,PHL,telecommunications,country_industry,0.4,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,4000000000.0
PHL:tourism,PHL,tourism,country_industry,0.4,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,4000000000.0
PHL:utilities,PHL,utilities,country_industry,0.4,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,4000000000.0
POL:agriculture,POL,agriculture,country_industry,0.4,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,4000000000.0
POL:automotive,POL,automotive,country_industry,0.4,0.55,0.5,0.6,0.3,8,5,0.5,0.5,0.5,4000000000.0
POL:banking,POL,banking,country_industry,0.4,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,4000000000.0
POL:consumer_goods,POL,consumer_goods,country_industry,0.4,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,4000000000.0
POL:government,POL,government,country_industry,0.4,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,4000000000.0
POL:telecommunications,POL,telecommunications,country_industry,0.4,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,4000000000.0
POL:tourism,POL,tourism,country_industry,0.4,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,4000000000.0
POL:utilities,POL,utilities,country_industry,0.4,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,4000000000.0
PRK:agriculture,PRK,agriculture,country_industry,0.25,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,2500000000.0
PRK:banking,PRK,banking,country_industry,0.25,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,2500000000.0
