source,target,edge_type,industry,dependency_weight,flow_value_usd,substitution_difficulty,rerouting_capability,resilience_coefficient,recovery_delay_weeks,evidence_source
PHL:electronics,CHN:electronics,trade,electronics,0.0628,1967251667.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8528&y
SGP:semiconductors,TWN:semiconductors,trade,semiconductors,0.0624,3353156946.74,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8542&y=2019
MEX:automotive,DEU:automotive,trade,automotive,0.0622,4510180759.51,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8703&y=2019
SGP:electronics,KOR:electronics,trade,electronics,0.0621,416222060.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8471&y=2019
POL:automotive,DEU:automotive,trade,automotive,0.0614,7392755144.36,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8704&y
VNM:electronics,JPN:electronics,trade,electronics,0.0612,1484729186.11,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8517&y=2019
ZAF:automotive,DEU:automotive,trade,automotive,0.0608,4867662238.7,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8704&y
KOR:semiconductors,JPN:semiconductors,trade,semiconductors,0.0603,1415482755.3,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8542&y
MYS:electronics,CHN:electronics,trade,electronics,0.0598,1871857007.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8528&y
JPN:electronics,DEU:electronics,trade,electronics,0.0583,348407336.62,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8528&y=2019
CHN:semiconductors,USA:semiconductors,trade,semiconductors,0.0573,2542962571.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8542&y
MYS:semiconductors,JPN:semiconductors,trade,semiconductors,0.0555,1303272072.18,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8542&y
VNM:electronics,MEX:electronics,trade,electronics,0.0555,757079632.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8517&y=2019
GBR:automotive,USA:automotive,trade,automotive,0.0551,9899719708.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8703&y=2019
JPN:semiconductors,NLD:semiconductors,trade,semiconductors,0.0543,149548009.69,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8541&y=2019
BRA:automotive,MEX:automotive,trade,automotive,0.0543,648625606.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8704&y
THA:electronics,JPN:electronics,trade,electronics,0.0541,2455170934.33,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8517&y
THA:automotive,MEX:automotive,trade,automotive,0.0535,639584741.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8704&y
GBR:automotive,THA:automotive,trade,automotive,0.0532,83140180.04,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8703&y=2019
SGP:electronics,VNM:electronics,trade,electronics,0.0523,106482386.67,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8471&y=2019
ITA:automotive,DEU:automotive,trade,automotive,0.0513,6179742527.31,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8704&y
KOR:semiconductors,MYS:semiconductors,trade,semiconductors,0.0504,1762416587.82,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8542&y
ARG:automotive,MEX:automotive,trade,automotive,0.0495,103414896.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8704&y=2019
ESP:automotive,IND:automotive,trade,automotive,0.0481,10660829.96,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8703&y=2019
JPN:semiconductors,USA:semiconductors,trade,semiconductors,0.048,2132175931.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8542&y
KOR:automotive,MEX:automotive,trade,automotive,0.048,1777472409.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8708&y
USA:electronics,MYS:electronics,trade,electronics,0.0463,314990626.84,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8517&y
MYS:electronics,MEX:electronics,trade,electronics,0.0456,1082919712.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8517&y
USA:electronics,CHN:electronics,trade,electronics,0.0452,35501035.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8528&y=2019
THA:electronics,VNM:electronics,trade,electronics,0.0445,90533443.43,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8471&y=2019
MYS:semiconductors,KOR:semiconductors,trade,semiconductors,0.0441,1796858829.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8542&y
USA:semiconductors,CHN:semiconductors,trade,semiconductors,0.0435,14451819583.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8542&y
SGP:semiconductors,KOR:semiconductors,trade,semiconductors,0.0429,1533056843.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8542&y=2019
CAN:automotive,MEX:automotive,trade,automotive,0.0418,1547870866.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8708&y
KOR:electronics,USA:electronics,trade,electronics,0.0416,4234487188.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8517&y=2019
USA:electronics,IND:electronics,trade,electronics,0.0416,844447400.15,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8517&y
FRA:automotive,KOR:automotive,trade,automotive,0.0413,173913298.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8704&y=2019;https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8708&y
THA:electronics,IND:electronics,trade,electronics,0.0409,359166043.6,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8528&y
MEX:automotive,CHN:automotive,trade,automotive,0.0407,1027895429.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8708&y=2019
GBR:automotive,DEU:automotive,trade,automotive,0.0398,4488306571.82,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8708&y
SGP:electronics,TWN:electronics,trade,electronics,0.0397,139729715.8,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8471&y=2019
THA:automotive,THA:automotive,trade,automotive,0.0397,72063796.73,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8704&y
KOR:electronics,JPN:electronics,trade,electronics,0.0386,146623142.62,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8528&y=2019
USA:electronics,JPN:electronics,trade,electronics,0.0384,1740865404.09,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8517&y
ZAF:automotive,JPN:automotive,trade,automotive,0.0378,458250255.07,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8703&y=2019
CHN:automotive,DEU:automotive,trade,automotive,0.0374,1504736990.56,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8708&y=2019
JPN:electronics,CHN:electronics,trade,electronics,0.0349,1514928861.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8517&y=2019;https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8528&y
SGP:electronics,JPN:electronics,trade,electronics,0.0348,601530981.25,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8471&y=2019
ZAF:automotive,MEX:automotive,trade,automotive,0.0342,71394702.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8704&y=2019
THA:electronics,USA:electronics,trade,electronics,0.0339,7352028570.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8517&y
MEX:electronics,CHN:electronics,trade,electronics,0.0333,26211749.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8528&y=2019
JPN:automotive,DEU:automotive,trade,automotive,0.0333,3756099524.1,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8708&y
MEX:automotive,JPN:automotive,trade,automotive,0.0327,661989423.62,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8708&y
SGP:semiconductors,JPN:semiconductors,trade,semiconductors,0.0322,596529700.29,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8542&y=2019
JPN:electronics,VNM:electronics,trade,electronics,0.0318,37347742.42,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8528&y=2019
IND:automotive,THA:automotive,trade,automotive,0.0313,218133219.34,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8704&y=2019;https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8708&y
MYS:electronics,JPN:electronics,trade,electronics,0.0301,843942350.16,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8517&y=2019;https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8528&y
USA:electronics,DEU:electronics,trade,electronics,0.0297,1589641738.24,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8517&y
FRA:automotive,JPN:automotive,trade,automotive,0.0295,358185930.54,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8703&y=2019
JPN:electronics,THA:electronics,trade,electronics,0.0294,230311142.74,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8517&y=2019;https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8528&y
PHL:electronics,JPN:electronics,trade,electronics,0.0289,109835378.79,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8528&y=2019
THA:electronics,KOR:electronics,trade,electronics,0.0289,193714079.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8471&y=2019
USA:electronics,TWN:electronics,trade,electronics,0.0276,255012939.06,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8517&y
MYS:electronics,USA:electronics,trade,electronics,0.0272,2775970639.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8517&y=2019
USA:electronics,VNM:electronics,trade,electronics,0.0265,53827700.8,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8471&y=2019
MYS:electronics,IND:electronics,trade,electronics,0.0265,232817056.04,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8528&y
PHL:electronics,TWN:electronics,trade,electronics,0.0262,92219012.43,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8471&y=2019
USA:semiconductors,NLD:semiconductors,trade,semiconductors,0.026,347786753.51,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8542&y=2019
THA:electronics,DEU:electronics,trade,electronics,0.0257,629516373.5,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8471&y=2019
MEX:automotive,IND:automotive,trade,automotive,0.0257,107688372.99,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8708&y=2019
IRL:semiconductors,JPN:semiconductors,trade,semiconductors,0.0256,474405590.51,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8542&y=2019
TUR:automotive,DEU:automotive,trade,automotive,0.0256,1223722534.78,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8704&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8708&y
IRL:semiconductors,USA:semiconductors,trade,semiconductors,0.0255,842092316.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8542&y=2019
PHL:electronics,DEU:electronics,trade,electronics,0.0254,151479720.79,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8528&y=2019
MYS:electronics,TWN:electronics,trade,electronics,0.0251,103300400.53,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8528&y
IND:automotive,KOR:automotive,trade,automotive,0.0248,95713692.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8708&y=2019
SGP:electronics,THA:electronics,trade,electronics,0.0248,100288079.26,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8471&y=2019
MEX:electronics,IND:electronics,trade,electronics,0.0248,335047342.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8517&y=2019
ESP:automotive,MEX:automotive,trade,automotive,0.0245,242166286.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8703&y=2019
USA:electronics,THA:electronics,trade,electronics,0.0238,96208168.34,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8471&y=2019
FRA:automotive,CHN:automotive,trade,automotive,0.0235,592603980.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8708&y=2019
ITA:automotive,KOR:automotive,trade,automotive,0.0229,254357882.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8703&y=2019
SGP:semiconductors,CHN:semiconductors,trade,semiconductors,0.0227,7538402708.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8542&y
KOR:electronics,IND:electronics,trade,electronics,0.0227,45597633.93,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8528&y=2019
PHL:electronics,MYS:electronics,trade,electronics,0.0225,9245620.59,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8528&y=2019
MEX:automotive,THA:automotive,trade,automotive,0.0225,150709386.98,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8708&y=2019
ITA:automotive,IND:automotive,trade,automotive,0.0223,98501740.61,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8708&y
ITA:automotive,THA:automotive,trade,automotive,0.0219,34194493.95,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8703&y=2019
IRL:semiconductors,MYS:semiconductors,trade,semiconductors,0.0217,691449372.14,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8542&y=2019
SGP:semiconductors,USA:semiconductors,trade,semiconductors,0.0216,244377737.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8541&y=2019
MEX:electronics,KOR:electronics,trade,electronics,0.0209,140223781.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8471&y=2019
SGP:electronics,CHN:electronics,trade,electronics,0.0208,636673481.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8471&y=2019
KOR:electronics,DEU:electronics,trade,electronics,0.0207,630816699.02,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8528&y
ZAF:automotive,KOR:automotive,trade,automotive,0.0205,227425369.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8703&y=2019
THA:automotive,KOR:automotive,trade,automotive,0.0201,77573561.0,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8708&y=2019
KOR:automotive,DEU:automotive,trade,automotive,0.02,1451855329.75,0.6,0.3,0.2,8.0,comtrade_edges.csv https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8703&y=2019
CP:TaiwanStrait,TWN:semiconductors,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:TaiwanStrait,TWN:electronics,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:TaiwanStrait,TWN:shipping,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:TaiwanStrait,CHN:electronics,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:TaiwanStrait,KOR:semiconductors,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:TaiwanStrait,JPN:electronics,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Malacca,SGP:shipping,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Malacca,MYS:shipping,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Malacca,CHN:shipping,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Malacca,JPN:shipping,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Malacca,KOR:shipping,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Malacca,VNM:shipping,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Suez,DEU:automotive,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Suez,NLD:shipping,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Suez,ITA:consumer_goods,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Suez,FRA:consumer_goods,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Suez,CHN:consumer_goods,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Hormuz,SAU:energy,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Hormuz,ARE:energy,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Hormuz,USA:energy,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Hormuz,CHN:energy,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Hormuz,IND:energy,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Panama,USA:shipping,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Panama,CHN:shipping,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:RedSea,NLD:shipping,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:RedSea,ITA:consumer_goods,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:RedSea,DEU:automotive,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Bosphorus,RUS:energy,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Bab-el-Mandeb,SAU:energy,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
CP:Bab-el-Mandeb,ARE:energy,chokepoint,shipping,0.7,0,0.85,0.15,0.15,4.0,manual: docx chokepoint route maps
