country_iso3,sector,gdp_share_oecd,trade_share_oecd,value_added_share_wiod,employment_share,confidence,presence_status,evidence_source,conflict_note,note,year_oecd,year_wiod
CHN,tourism,0.016719,0.003533,0.019449,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=786,176 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CHN,utilities,0.028559,0.026911,0.022820,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=1,642,043 USD m | WIOD: Aggregated from 3 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CIV,aerospace,0.000216,0.001607,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=43 USD m,2022,
CIV,agriculture,0.247851,0.254631,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=20,572 USD m",2022,
CIV,automotive,0.000855,0.001989,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=212 USD m,2022,
CIV,aviation,0.004722,0.015029,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=1,164 USD m",2022,
CIV,banking,0.031284,0.007432,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=2,714 USD m",2022,
CIV,capital_markets,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
CIV,consumer_goods,0.276658,0.294069,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 11 OECD ISIC sectors; gross_output=36,030 USD m",2022,
CIV,electronics,0.000054,0.000158,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 2 OECD ISIC sectors; gross_output=7 USD m,2022,
CIV,energy,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
CIV,gas,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
CIV,government,0.114008,0.012669,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=9,103 USD m",2022,
CIV,insurance,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
CIV,oil,0.022341,0.160397,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=4,650 USD m",2022,
CIV,ports,0.017670,0.014271,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=2,143 USD m",2022,
CIV,semiconductors,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
CIV,shipping,0.027065,0.031486,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=3,498 USD m",2022,
CIV,telecommunications,0.035194,0.021239,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=3,495 USD m",2022,
CIV,tourism,0.006892,0.004988,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=988 USD m,2022,
CIV,utilities,0.023004,0.015959,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=2,076 USD m",2022,
CMR,aerospace,0.000056,0.000122,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=4 USD m,2022,
CMR,agriculture,0.173897,0.113919,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=8,499 USD m",2022,
CMR,automotive,0.000124,0.000601,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=12 USD m,2022,
CMR,aviation,0.007003,0.023969,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=582 USD m,2022,
CMR,banking,0.019205,0.036124,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=1,021 USD m",2022,
CMR,capital_markets,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
CMR,consumer_goods,0.250851,0.234957,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 11 OECD ISIC sectors; gross_output=16,495 USD m",2022,
CMR,electronics,0.000362,0.001299,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 2 OECD ISIC sectors; gross_output=27 USD m,2022,
CMR,energy,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
CMR,gas,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
CMR,government,0.089585,0.031057,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=4,976 USD m",2022,
CMR,insurance,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
CMR,oil,0.064984,0.221058,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=3,222 USD m",2022,
CMR,ports,0.028701,0.034733,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=1,576 USD m",2022,
CMR,semiconductors,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
CMR,shipping,0.056736,0.076496,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=3,241 USD m",2022,
CMR,telecommunications,0.022013,0.031081,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=1,313 USD m",2022,
CMR,tourism,0.052495,0.011404,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=3,159 USD m",2022,
CMR,utilities,0.014429,0.005132,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 2 OECD ISIC sectors; gross_output=933 USD m,2022,
COD,aerospace,0.000010,0.000022,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=1 USD m,2022,
COD,agriculture,0.081758,0.062929,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=7,121 USD m",2022,
COD,automotive,0.007429,0.006230,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=926 USD m,2022,
COD,aviation,0.000803,0.001558,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=118 USD m,2022,
COD,banking,0.015663,0.003921,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=1,159 USD m",2022,
COD,capital_markets,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
COD,consumer_goods,0.237864,0.168130,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 11 OECD ISIC sectors; gross_output=25,017 USD m",2022,
COD,electronics,0.003777,0.006638,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 2 OECD ISIC sectors; gross_output=470 USD m,2022,
COD,energy,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
COD,gas,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
COD,government,0.095771,0.010677,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=6,820 USD m",2022,
COD,insurance,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
COD,oil,0.005172,0.010765,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 2 OECD ISIC sectors; gross_output=445 USD m,2022,
COD,ports,0.006418,0.006809,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=563 USD m,2022,
COD,semiconductors,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
COD,shipping,0.055930,0.056739,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=5,029 USD m",2022,
COD,telecommunications,0.026465,0.007253,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=2,247 USD m",2022,
COD,tourism,0.042177,0.010533,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=3,697 USD m",2022,
COD,utilities,0.006135,0.002903,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 2 OECD ISIC sectors; gross_output=552 USD m,2022,
COL,aerospace,0.000452,0.001879,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=665 USD m,2022,
COL,agriculture,0.096546,0.067593,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=45,892 USD m",2022,
COL,automotive,0.001622,0.008788,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=2,669 USD m",2022,
COL,aviation,0.004808,0.020294,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=4,425 USD m",2022,
COL,banking,0.043914,0.011425,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=24,830 USD m",2022,
COL,capital_markets,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
COL,consumer_goods,0.208726,0.350691,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 11 OECD ISIC sectors; gross_output=169,745 USD m",2022,
COL,electronics,0.004528,0.020729,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=5,219 USD m",2022,
COL,energy,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
COL,gas,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
COL,government,0.103761,0.017195,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=51,492 USD m",2022,
COL,insurance,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
COL,oil,0.057998,0.174729,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=49,034 USD m",2022,
COL,ports,0.010177,0.008705,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=5,762 USD m",2022,
COL,semiconductors,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
COL,shipping,0.034346,0.023293,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=21,783 USD m",2022,
COL,telecommunications,0.026851,0.013405,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=16,103 USD m",2022,
COL,tourism,0.038869,0.023694,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=26,528 USD m",2022,
COL,utilities,0.040701,0.013253,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=27,247 USD m",2022,
CRI,aerospace,0.000028,0.000114,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=4 USD m,2022,
CRI,agriculture,0.038646,0.077249,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=5,218 USD m",2022,
CRI,automotive,0.000222,0.000299,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=36 USD m,2022,
CRI,aviation,0.001649,0.008033,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=343 USD m,2022,
CRI,banking,0.049873,0.016772,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=5,238 USD m",2022,
CRI,capital_markets,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
CRI,consumer_goods,0.314947,0.448876,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 11 OECD ISIC sectors; gross_output=39,447 USD m",2022,
CRI,electronics,0.011132,0.033053,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=1,412 USD m",2022,
CRI,energy,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
CRI,gas,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
CRI,government,0.099787,0.010611,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=7,910 USD m",2022,
CRI,insurance,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
CRI,oil,0.002202,0.011314,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 2 OECD ISIC sectors; gross_output=660 USD m,2022,
CRI,ports,0.007762,0.015271,,,4,DATA_PRESENT,OECD_ICIO_2022,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=890 USD m,2022,
CRI,semiconductors,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp,2022,
CRI,shipping,0.032465,0.049286,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=4,101 USD m",2022,
CRI,telecommunications,0.055043,0.041161,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=5,196 USD m",2022,
CRI,tourism,0.024302,0.049103,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=3,375 USD m",2022,
CRI,utilities,0.023535,0.005984,,,4,DATA_PRESENT,OECD_ICIO_2022,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=2,219 USD m",2022,
CYP,aerospace,0.000081,0.000104,0.000037,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.0001 (2022) vs WIOD value_added_share=0.0000 (2014), relative diff=54.32%. Vintages differ.","CONFLICT: OECD gdp_share=0.0001 (2022) vs WIOD value_added_share=0.0000 (2014), relative diff=54.32%. Vintages differ. | OECD: Aggregated from 1 OECD ISIC sectors; gross_output=6 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CYP,agriculture,0.013258,0.010209,0.023304,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.0133 (2022) vs WIOD value_added_share=0.0233 (2014), relative diff=43.11%. Vintages differ.","CONFLICT: OECD gdp_share=0.0133 (2022) vs WIOD value_added_share=0.0233 (2014), relative diff=43.11%. Vintages differ. | OECD: Aggregated from 3 OECD ISIC sectors; gross_output=737 USD m | WIOD: Aggregated from 3 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CYP,automotive,0.000207,0.000484,0.000154,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,OECD: Aggregated from 1 OECD ISIC sectors; gross_output=19 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo,2022,2014
CYP,aviation,-0.000257,0.003189,0.000389,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=-0.0003 (2022) vs WIOD value_added_share=0.0004 (2014), relative diff=166.07%. Vintages differ.","CONFLICT: OECD gdp_share=-0.0003 (2022) vs WIOD value_added_share=0.0004 (2014), relative diff=166.07%. Vintages differ. | OECD: Aggregated from 1 OECD ISIC sectors; gross_output=75 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CYP,banking,0.093913,0.276214,0.078197,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=7,336 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CYP,capital_markets,,,0.009849,,4,DATA_PRESENT,WIOD_2014,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo,2022,2014
CYP,consumer_goods,0.174449,0.096370,0.197075,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 11 OECD ISIC sectors; gross_output=7,719 USD m | WIOD: Aggregated from 17 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CYP,electronics,0.001410,0.002251,0.000682,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.0014 (2022) vs WIOD value_added_share=0.0007 (2014), relative diff=51.63%. Vintages differ.","CONFLICT: OECD gdp_share=0.0014 (2022) vs WIOD value_added_share=0.0007 (2014), relative diff=51.63%. Vintages differ. | OECD: Aggregated from 2 OECD ISIC sectors; gross_output=86 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CYP,energy,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: Country in WIOD but no VA for this GEDS sector,2022,2014
CYP,gas,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: C26 bundles semis; B+D35 bundles gas with oil/utilities,2022,2014
CYP,government,0.138194,0.012402,0.164250,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=4,069 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CYP,insurance,,,0.005678,,4,DATA_PRESENT,WIOD_2014,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo,2022,2014
CYP,oil,0.000783,0.000269,0.001076,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,OECD: Aggregated from 2 OECD ISIC sectors; gross_output=37 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo,2022,2014
CYP,ports,0.027171,0.105704,0.024451,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=3,526 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CYP,semiconductors,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: C26 bundles semis; B+D35 bundles gas with oil/utilities,2022,2014
CYP,shipping,0.026121,0.040517,0.041066,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.0261 (2022) vs WIOD value_added_share=0.0411 (2014), relative diff=36.39%. Vintages differ.","CONFLICT: OECD gdp_share=0.0261 (2022) vs WIOD value_added_share=0.0411 (2014), relative diff=36.39%. Vintages differ. | OECD: Aggregated from 2 OECD ISIC sectors; gross_output=2,024 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CYP,telecommunications,0.107148,0.275627,0.049942,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.1071 (2022) vs WIOD value_added_share=0.0499 (2014), relative diff=53.39%. Vintages differ.","CONFLICT: OECD gdp_share=0.1071 (2022) vs WIOD value_added_share=0.0499 (2014), relative diff=53.39%. Vintages differ. | OECD: Aggregated from 3 OECD ISIC sectors; gross_output=8,925 USD m | WIOD: Aggregated from 5 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CYP,tourism,0.056255,0.034920,0.065636,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=2,721 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CYP,utilities,0.016949,0.010148,0.029005,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.0169 (2022) vs WIOD value_added_share=0.0290 (2014), relative diff=41.57%. Vintages differ.","CONFLICT: OECD gdp_share=0.0169 (2022) vs WIOD value_added_share=0.0290 (2014), relative diff=41.57%. Vintages differ. | OECD: Aggregated from 2 OECD ISIC sectors; gross_output=1,631 USD m | WIOD: Aggregated from 3 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CZE,aerospace,0.004266,0.010270,0.005453,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=4,061 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CZE,agriculture,0.022803,0.019169,0.027044,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 3 OECD ISIC sectors; gross_output=15,887 USD m | WIOD: Aggregated from 3 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CZE,automotive,0.039590,0.207345,0.048974,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=60,288 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CZE,aviation,0.000557,0.003091,0.000819,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,"CONFLICT: OECD gdp_share=0.0006 (2022) vs WIOD value_added_share=0.0008 (2014), relative diff=31.99%. Vintages differ.","CONFLICT: OECD gdp_share=0.0006 (2022) vs WIOD value_added_share=0.0008 (2014), relative diff=31.99%. Vintages differ. | OECD: Aggregated from 1 OECD ISIC sectors; gross_output=1,152 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CZE,banking,0.036200,0.009209,0.034782,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 1 OECD ISIC sectors; gross_output=19,847 USD m | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CZE,capital_markets,,,0.003564,,4,DATA_PRESENT,WIOD_2014,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: Aggregated from 1 NACE Rev.2 codes; employment_share NULL — SEA files not in repo,2022,2014
CZE,consumer_goods,0.218101,0.316591,0.275905,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 11 OECD ISIC sectors; gross_output=164,873 USD m | WIOD: Aggregated from 17 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CZE,electronics,0.029675,0.105361,0.036885,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=30,308 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
CZE,energy,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: Country in WIOD but no VA for this GEDS sector,2022,2014
CZE,gas,,,,,,MISSING_NO_SOURCE_ANY,NONE,,OECD: OECD ICIO has no clean line item for this sector. See OECD_ICIO_SCHEMA_AUDIT.md for the bundling exp | WIOD: C26 bundles semis; B+D35 bundles gas with oil/utilities,2022,2014
CZE,government,0.105288,0.005825,0.105325,,5,DATA_PRESENT,OECD_ICIO_2022+WIOD_2014,,"OECD: Aggregated from 2 OECD ISIC sectors; gross_output=37,301 USD m | WIOD: Aggregated from 2 NACE Rev.2 codes; employment_share NULL — SEA files not in repo",2022,2014
