country_iso3,sector,present,_source_origin
ISR,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
ISR,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
ISR,tourism,true,denormalized from expanded_graph_nodes_v2.csv
ISR,government,true,denormalized from expanded_graph_nodes_v2.csv
ITA,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
ITA,automotive,true,denormalized from expanded_graph_nodes_v2.csv
ITA,electronics,false,denormalized from expanded_graph_nodes_v2.csv
ITA,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
ITA,shipping,false,denormalized from expanded_graph_nodes_v2.csv
ITA,energy,false,denormalized from expanded_graph_nodes_v2.csv
ITA,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
ITA,banking,true,denormalized from expanded_graph_nodes_v2.csv
ITA,insurance,true,denormalized from expanded_graph_nodes_v2.csv
ITA,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
ITA,oil,false,denormalized from expanded_graph_nodes_v2.csv
ITA,gas,false,denormalized from expanded_graph_nodes_v2.csv
ITA,utilities,true,denormalized from expanded_graph_nodes_v2.csv
ITA,aviation,true,denormalized from expanded_graph_nodes_v2.csv
ITA,ports,false,denormalized from expanded_graph_nodes_v2.csv
ITA,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
ITA,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
ITA,tourism,true,denormalized from expanded_graph_nodes_v2.csv
ITA,government,true,denormalized from expanded_graph_nodes_v2.csv
JOR,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
JOR,automotive,false,denormalized from expanded_graph_nodes_v2.csv
JOR,electronics,false,denormalized from expanded_graph_nodes_v2.csv
JOR,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
JOR,shipping,false,denormalized from expanded_graph_nodes_v2.csv
JOR,energy,false,denormalized from expanded_graph_nodes_v2.csv
JOR,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
JOR,banking,true,denormalized from expanded_graph_nodes_v2.csv
JOR,insurance,false,denormalized from expanded_graph_nodes_v2.csv
JOR,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
JOR,oil,false,denormalized from expanded_graph_nodes_v2.csv
JOR,gas,false,denormalized from expanded_graph_nodes_v2.csv
JOR,utilities,true,denormalized from expanded_graph_nodes_v2.csv
JOR,aviation,false,denormalized from expanded_graph_nodes_v2.csv
JOR,ports,false,denormalized from expanded_graph_nodes_v2.csv
JOR,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
JOR,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
JOR,tourism,true,denormalized from expanded_graph_nodes_v2.csv
JOR,government,true,denormalized from expanded_graph_nodes_v2.csv
JPN,semiconductors,true,denormalized from expanded_graph_nodes_v2.csv
JPN,automotive,true,denormalized from expanded_graph_nodes_v2.csv
JPN,electronics,true,denormalized from expanded_graph_nodes_v2.csv
JPN,aerospace,true,denormalized from expanded_graph_nodes_v2.csv
JPN,shipping,true,denormalized from expanded_graph_nodes_v2.csv
JPN,energy,false,denormalized from expanded_graph_nodes_v2.csv
JPN,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
JPN,banking,true,denormalized from expanded_graph_nodes_v2.csv
JPN,insurance,true,denormalized from expanded_graph_nodes_v2.csv
JPN,capital_markets,true,denormalized from expanded_graph_nodes_v2.csv
JPN,oil,false,denormalized from expanded_graph_nodes_v2.csv
JPN,gas,false,denormalized from expanded_graph_nodes_v2.csv
JPN,utilities,true,denormalized from expanded_graph_nodes_v2.csv
JPN,aviation,true,denormalized from expanded_graph_nodes_v2.csv
JPN,ports,true,denormalized from expanded_graph_nodes_v2.csv
JPN,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
JPN,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
JPN,tourism,true,denormalized from expanded_graph_nodes_v2.csv
JPN,government,true,denormalized from expanded_graph_nodes_v2.csv
KEN,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
KEN,automotive,false,denormalized from expanded_graph_nodes_v2.csv
KEN,electronics,false,denormalized from expanded_graph_nodes_v2.csv
KEN,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
KEN,shipping,false,denormalized from expanded_graph_nodes_v2.csv
KEN,energy,false,denormalized from expanded_graph_nodes_v2.csv
KEN,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
KEN,banking,true,denormalized from expanded_graph_nodes_v2.csv
KEN,insurance,false,denormalized from expanded_graph_nodes_v2.csv
KEN,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
KEN,oil,false,denormalized from expanded_graph_nodes_v2.csv
KEN,gas,false,denormalized from expanded_graph_nodes_v2.csv
KEN,utilities,true,denormalized from expanded_graph_nodes_v2.csv
KEN,aviation,false,denormalized from expanded_graph_nodes_v2.csv
KEN,ports,false,denormalized from expanded_graph_nodes_v2.csv
KEN,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
KEN,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
KEN,tourism,true,denormalized from expanded_graph_nodes_v2.csv
KEN,government,true,denormalized from expanded_graph_nodes_v2.csv
KOR,semiconductors,true,denormalized from expanded_graph_nodes_v2.csv
KOR,automotive,true,denormalized from expanded_graph_nodes_v2.csv
KOR,electronics,true,denormalized from expanded_graph_nodes_v2.csv
KOR,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
KOR,shipping,true,denormalized from expanded_graph_nodes_v2.csv
KOR,energy,false,denormalized from expanded_graph_nodes_v2.csv
KOR,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
KOR,banking,true,denormalized from expanded_graph_nodes_v2.csv
KOR,insurance,true,denormalized from expanded_graph_nodes_v2.csv
KOR,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
KOR,oil,false,denormalized from expanded_graph_nodes_v2.csv
KOR,gas,false,denormalized from expanded_graph_nodes_v2.csv
KOR,utilities,true,denormalized from expanded_graph_nodes_v2.csv
KOR,aviation,true,denormalized from expanded_graph_nodes_v2.csv
KOR,ports,true,denormalized from expanded_graph_nodes_v2.csv
KOR,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
KOR,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
KOR,tourism,true,denormalized from expanded_graph_nodes_v2.csv
KOR,government,true,denormalized from expanded_graph_nodes_v2.csv
LBN,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
LBN,automotive,false,denormalized from expanded_graph_nodes_v2.csv
LBN,electronics,false,denormalized from expanded_graph_nodes_v2.csv
LBN,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
LBN,shipping,false,denormalized from expanded_graph_nodes_v2.csv
LBN,energy,false,denormalized from expanded_graph_nodes_v2.csv
LBN,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
LBN,banking,true,denormalized from expanded_graph_nodes_v2.csv
LBN,insurance,false,denormalized from expanded_graph_nodes_v2.csv
LBN,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
LBN,oil,false,denormalized from expanded_graph_nodes_v2.csv
LBN,gas,false,denormalized from expanded_graph_nodes_v2.csv
LBN,utilities,true,denormalized from expanded_graph_nodes_v2.csv
LBN,aviation,false,denormalized from expanded_graph_nodes_v2.csv
LBN,ports,false,denormalized from expanded_graph_nodes_v2.csv
LBN,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
LBN,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
LBN,tourism,true,denormalized from expanded_graph_nodes_v2.csv
LBN,government,true,denormalized from expanded_graph_nodes_v2.csv
LBY,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
LBY,automotive,false,denormalized from expanded_graph_nodes_v2.csv
LBY,electronics,false,denormalized from expanded_graph_nodes_v2.csv
LBY,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
LBY,shipping,false,denormalized from expanded_graph_nodes_v2.csv
LBY,energy,true,denormalized from expanded_graph_nodes_v2.csv
LBY,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
LBY,banking,true,denormalized from expanded_graph_nodes_v2.csv
LBY,insurance,false,denormalized from expanded_graph_nodes_v2.csv
LBY,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
LBY,oil,true,denormalized from expanded_graph_nodes_v2.csv
LBY,gas,false,denormalized from expanded_graph_nodes_v2.csv
LBY,utilities,true,denormalized from expanded_graph_nodes_v2.csv
LBY,aviation,false,denormalized from expanded_graph_nodes_v2.csv
LBY,ports,false,denormalized from expanded_graph_nodes_v2.csv
LBY,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
LBY,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
LBY,tourism,true,denormalized from expanded_graph_nodes_v2.csv
LBY,government,true,denormalized from expanded_graph_nodes_v2.csv
LKA,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
LKA,automotive,false,denormalized from expanded_graph_nodes_v2.csv
LKA,electronics,false,denormalized from expanded_graph_nodes_v2.csv
LKA,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
LKA,shipping,false,denormalized from expanded_graph_nodes_v2.csv
LKA,energy,false,denormalized from expanded_graph_nodes_v2.csv
LKA,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
LKA,banking,true,denormalized from expanded_graph_nodes_v2.csv
LKA,insurance,false,denormalized from expanded_graph_nodes_v2.csv
LKA,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
LKA,oil,false,denormalized from expanded_graph_nodes_v2.csv
LKA,gas,false,denormalized from expanded_graph_nodes_v2.csv
LKA,utilities,true,denormalized from expanded_graph_nodes_v2.csv
LKA,aviation,false,denormalized from expanded_graph_nodes_v2.csv
LKA,ports,false,denormalized from expanded_graph_nodes_v2.csv
LKA,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
LKA,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
LKA,tourism,true,denormalized from expanded_graph_nodes_v2.csv
LKA,government,true,denormalized from expanded_graph_nodes_v2.csv
MDV,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
MDV,automotive,false,denormalized from expanded_graph_nodes_v2.csv
MDV,electronics,false,denormalized from expanded_graph_nodes_v2.csv
MDV,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
MDV,shipping,false,denormalized from expanded_graph_nodes_v2.csv
MDV,energy,false,denormalized from expanded_graph_nodes_v2.csv
MDV,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
MDV,banking,true,denormalized from expanded_graph_nodes_v2.csv
MDV,insurance,false,denormalized from expanded_graph_nodes_v2.csv
MDV,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
MDV,oil,false,denormalized from expanded_graph_nodes_v2.csv
MDV,gas,false,denormalized from expanded_graph_nodes_v2.csv
MDV,utilities,true,denormalized from expanded_graph_nodes_v2.csv
MDV,aviation,false,denormalized from expanded_graph_nodes_v2.csv
MDV,ports,false,denormalized from expanded_graph_nodes_v2.csv
MDV,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
MDV,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
MDV,tourism,true,denormalized from expanded_graph_nodes_v2.csv
MDV,government,true,denormalized from expanded_graph_nodes_v2.csv
MEX,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
MEX,automotive,true,denormalized from expanded_graph_nodes_v2.csv
MEX,electronics,true,denormalized from expanded_graph_nodes_v2.csv
MEX,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
MEX,shipping,false,denormalized from expanded_graph_nodes_v2.csv
MEX,energy,false,denormalized from expanded_graph_nodes_v2.csv
MEX,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
MEX,banking,true,denormalized from expanded_graph_nodes_v2.csv
MEX,insurance,false,denormalized from expanded_graph_nodes_v2.csv
MEX,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
MEX,oil,true,denormalized from expanded_graph_nodes_v2.csv
MEX,gas,false,denormalized from expanded_graph_nodes_v2.csv
MEX,utilities,true,denormalized from expanded_graph_nodes_v2.csv
MEX,aviation,false,denormalized from expanded_graph_nodes_v2.csv
MEX,ports,true,denormalized from expanded_graph_nodes_v2.csv
MEX,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
MEX,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
MEX,tourism,true,denormalized from expanded_graph_nodes_v2.csv
MEX,government,true,denormalized from expanded_graph_nodes_v2.csv
MMR,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
MMR,automotive,false,denormalized from expanded_graph_nodes_v2.csv
MMR,electronics,false,denormalized from expanded_graph_nodes_v2.csv
MMR,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
MMR,shipping,false,denormalized from expanded_graph_nodes_v2.csv
MMR,energy,false,denormalized from expanded_graph_nodes_v2.csv
MMR,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
MMR,banking,true,denormalized from expanded_graph_nodes_v2.csv
MMR,insurance,false,denormalized from expanded_graph_nodes_v2.csv
MMR,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
MMR,oil,false,denormalized from expanded_graph_nodes_v2.csv
MMR,gas,false,denormalized from expanded_graph_nodes_v2.csv
MMR,utilities,true,denormalized from expanded_graph_nodes_v2.csv
MMR,aviation,false,denormalized from expanded_graph_nodes_v2.csv
MMR,ports,false,denormalized from expanded_graph_nodes_v2.csv
MMR,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
MMR,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
MMR,tourism,true,denormalized from expanded_graph_nodes_v2.csv
MMR,government,true,denormalized from expanded_graph_nodes_v2.csv
MYS,semiconductors,true,denormalized from expanded_graph_nodes_v2.csv
MYS,automotive,false,denormalized from expanded_graph_nodes_v2.csv
MYS,electronics,true,denormalized from expanded_graph_nodes_v2.csv
MYS,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
MYS,shipping,true,denormalized from expanded_graph_nodes_v2.csv
MYS,energy,false,denormalized from expanded_graph_nodes_v2.csv
MYS,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
MYS,banking,true,denormalized from expanded_graph_nodes_v2.csv
MYS,insurance,false,denormalized from expanded_graph_nodes_v2.csv
MYS,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
MYS,oil,false,denormalized from expanded_graph_nodes_v2.csv
MYS,gas,false,denormalized from expanded_graph_nodes_v2.csv
MYS,utilities,true,denormalized from expanded_graph_nodes_v2.csv
MYS,aviation,false,denormalized from expanded_graph_nodes_v2.csv
MYS,ports,true,denormalized from expanded_graph_nodes_v2.csv
MYS,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
MYS,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
MYS,tourism,true,denormalized from expanded_graph_nodes_v2.csv
MYS,government,true,denormalized from expanded_graph_nodes_v2.csv
NGA,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
NGA,automotive,false,denormalized from expanded_graph_nodes_v2.csv
NGA,electronics,false,denormalized from expanded_graph_nodes_v2.csv
NGA,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
NGA,shipping,false,denormalized from expanded_graph_nodes_v2.csv
NGA,energy,true,denormalized from expanded_graph_nodes_v2.csv
NGA,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
NGA,banking,true,denormalized from expanded_graph_nodes_v2.csv
NGA,insurance,false,denormalized from expanded_graph_nodes_v2.csv
NGA,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
NGA,oil,true,denormalized from expanded_graph_nodes_v2.csv
NGA,gas,false,denormalized from expanded_graph_nodes_v2.csv
NGA,utilities,true,denormalized from expanded_graph_nodes_v2.csv
NGA,aviation,false,denormalized from expanded_graph_nodes_v2.csv
NGA,ports,false,denormalized from expanded_graph_nodes_v2.csv
NGA,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
NGA,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
NGA,tourism,true,denormalized from expanded_graph_nodes_v2.csv
NGA,government,true,denormalized from expanded_graph_nodes_v2.csv
NLD,semiconductors,true,denormalized from expanded_graph_nodes_v2.csv
NLD,automotive,false,denormalized from expanded_graph_nodes_v2.csv
NLD,electronics,false,denormalized from expanded_graph_nodes_v2.csv
NLD,aerospace,true,denormalized from expanded_graph_nodes_v2.csv
NLD,shipping,true,denormalized from expanded_graph_nodes_v2.csv
NLD,energy,false,denormalized from expanded_graph_nodes_v2.csv
NLD,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
NLD,banking,true,denormalized from expanded_graph_nodes_v2.csv
NLD,insurance,true,denormalized from expanded_graph_nodes_v2.csv
NLD,capital_markets,true,denormalized from expanded_graph_nodes_v2.csv
NLD,oil,false,denormalized from expanded_graph_nodes_v2.csv
NLD,gas,true,denormalized from expanded_graph_nodes_v2.csv
NLD,utilities,true,denormalized from expanded_graph_nodes_v2.csv
NLD,aviation,false,denormalized from expanded_graph_nodes_v2.csv
NLD,ports,true,denormalized from expanded_graph_nodes_v2.csv
NLD,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
NLD,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
NLD,tourism,true,denormalized from expanded_graph_nodes_v2.csv
NLD,government,true,denormalized from expanded_graph_nodes_v2.csv
NOR,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
NOR,automotive,false,denormalized from expanded_graph_nodes_v2.csv
NOR,electronics,false,denormalized from expanded_graph_nodes_v2.csv
NOR,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
NOR,shipping,false,denormalized from expanded_graph_nodes_v2.csv
NOR,energy,true,denormalized from expanded_graph_nodes_v2.csv
NOR,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
NOR,banking,true,denormalized from expanded_graph_nodes_v2.csv
NOR,insurance,false,denormalized from expanded_graph_nodes_v2.csv
NOR,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
NOR,oil,true,denormalized from expanded_graph_nodes_v2.csv
NOR,gas,true,denormalized from expanded_graph_nodes_v2.csv
NOR,utilities,true,denormalized from expanded_graph_nodes_v2.csv
NOR,aviation,false,denormalized from expanded_graph_nodes_v2.csv
NOR,ports,false,denormalized from expanded_graph_nodes_v2.csv
NOR,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
NOR,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
NOR,tourism,true,denormalized from expanded_graph_nodes_v2.csv
NOR,government,true,denormalized from expanded_graph_nodes_v2.csv
NPL,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
NPL,automotive,false,denormalized from expanded_graph_nodes_v2.csv
NPL,electronics,false,denormalized from expanded_graph_nodes_v2.csv
NPL,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
NPL,shipping,false,denormalized from expanded_graph_nodes_v2.csv
NPL,energy,false,denormalized from expanded_graph_nodes_v2.csv
NPL,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
NPL,banking,true,denormalized from expanded_graph_nodes_v2.csv
NPL,insurance,false,denormalized from expanded_graph_nodes_v2.csv
NPL,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
NPL,oil,false,denormalized from expanded_graph_nodes_v2.csv
NPL,gas,false,denormalized from expanded_graph_nodes_v2.csv
NPL,utilities,true,denormalized from expanded_graph_nodes_v2.csv
NPL,aviation,false,denormalized from expanded_graph_nodes_v2.csv
NPL,ports,false,denormalized from expanded_graph_nodes_v2.csv
NPL,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
NPL,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
NPL,tourism,true,denormalized from expanded_graph_nodes_v2.csv
NPL,government,true,denormalized from expanded_graph_nodes_v2.csv
PAK,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
PAK,automotive,false,denormalized from expanded_graph_nodes_v2.csv
PAK,electronics,false,denormalized from expanded_graph_nodes_v2.csv
PAK,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
PAK,shipping,false,denormalized from expanded_graph_nodes_v2.csv
PAK,energy,false,denormalized from expanded_graph_nodes_v2.csv
PAK,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
PAK,banking,true,denormalized from expanded_graph_nodes_v2.csv
PAK,insurance,false,denormalized from expanded_graph_nodes_v2.csv
PAK,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
PAK,oil,false,denormalized from expanded_graph_nodes_v2.csv
PAK,gas,false,denormalized from expanded_graph_nodes_v2.csv
PAK,utilities,true,denormalized from expanded_graph_nodes_v2.csv
PAK,aviation,false,denormalized from expanded_graph_nodes_v2.csv
PAK,ports,false,denormalized from expanded_graph_nodes_v2.csv
PAK,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
PAK,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
PAK,tourism,true,denormalized from expanded_graph_nodes_v2.csv
PAK,government,true,denormalized from expanded_graph_nodes_v2.csv
PHL,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
PHL,automotive,false,denormalized from expanded_graph_nodes_v2.csv
PHL,electronics,true,denormalized from expanded_graph_nodes_v2.csv
PHL,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
PHL,shipping,false,denormalized from expanded_graph_nodes_v2.csv
PHL,energy,false,denormalized from expanded_graph_nodes_v2.csv
PHL,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
PHL,banking,true,denormalized from expanded_graph_nodes_v2.csv
PHL,insurance,false,denormalized from expanded_graph_nodes_v2.csv
PHL,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
PHL,oil,false,denormalized from expanded_graph_nodes_v2.csv
PHL,gas,false,denormalized from expanded_graph_nodes_v2.csv
PHL,utilities,true,denormalized from expanded_graph_nodes_v2.csv
PHL,aviation,false,denormalized from expanded_graph_nodes_v2.csv
PHL,ports,false,denormalized from expanded_graph_nodes_v2.csv
PHL,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
PHL,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
PHL,tourism,true,denormalized from expanded_graph_nodes_v2.csv
PHL,government,true,denormalized from expanded_graph_nodes_v2.csv
POL,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
POL,automotive,true,denormalized from expanded_graph_nodes_v2.csv
POL,electronics,false,denormalized from expanded_graph_nodes_v2.csv
POL,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
POL,shipping,false,denormalized from expanded_graph_nodes_v2.csv
POL,energy,false,denormalized from expanded_graph_nodes_v2.csv
POL,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
POL,banking,true,denormalized from expanded_graph_nodes_v2.csv
POL,insurance,false,denormalized from expanded_graph_nodes_v2.csv
POL,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
POL,oil,false,denormalized from expanded_graph_nodes_v2.csv
POL,gas,false,denormalized from expanded_graph_nodes_v2.csv
POL,utilities,true,denormalized from expanded_graph_nodes_v2.csv
POL,aviation,false,denormalized from expanded_graph_nodes_v2.csv
POL,ports,false,denormalized from expanded_graph_nodes_v2.csv
POL,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
POL,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
POL,tourism,true,denormalized from expanded_graph_nodes_v2.csv
POL,government,true,denormalized from expanded_graph_nodes_v2.csv
PRK,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
PRK,automotive,false,denormalized from expanded_graph_nodes_v2.csv
PRK,electronics,false,denormalized from expanded_graph_nodes_v2.csv
PRK,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
PRK,shipping,false,denormalized from expanded_graph_nodes_v2.csv
PRK,energy,false,denormalized from expanded_graph_nodes_v2.csv
PRK,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
PRK,banking,true,denormalized from expanded_graph_nodes_v2.csv
PRK,insurance,false,denormalized from expanded_graph_nodes_v2.csv
PRK,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
PRK,oil,false,denormalized from expanded_graph_nodes_v2.csv
PRK,gas,false,denormalized from expanded_graph_nodes_v2.csv
PRK,utilities,true,denormalized from expanded_graph_nodes_v2.csv
PRK,aviation,false,denormalized from expanded_graph_nodes_v2.csv
PRK,ports,false,denormalized from expanded_graph_nodes_v2.csv
PRK,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
PRK,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
PRK,tourism,true,denormalized from expanded_graph_nodes_v2.csv
PRK,government,true,denormalized from expanded_graph_nodes_v2.csv
PSE,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
PSE,automotive,false,denormalized from expanded_graph_nodes_v2.csv
PSE,electronics,false,denormalized from expanded_graph_nodes_v2.csv
PSE,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
PSE,shipping,false,denormalized from expanded_graph_nodes_v2.csv
PSE,energy,false,denormalized from expanded_graph_nodes_v2.csv
PSE,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
PSE,banking,true,denormalized from expanded_graph_nodes_v2.csv
PSE,insurance,false,denormalized from expanded_graph_nodes_v2.csv
PSE,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
PSE,oil,false,denormalized from expanded_graph_nodes_v2.csv
PSE,gas,false,denormalized from expanded_graph_nodes_v2.csv
PSE,utilities,true,denormalized from expanded_graph_nodes_v2.csv
PSE,aviation,false,denormalized from expanded_graph_nodes_v2.csv
PSE,ports,false,denormalized from expanded_graph_nodes_v2.csv
PSE,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
PSE,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
PSE,tourism,true,denormalized from expanded_graph_nodes_v2.csv
PSE,government,true,denormalized from expanded_graph_nodes_v2.csv
QAT,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
QAT,automotive,false,denormalized from expanded_graph_nodes_v2.csv
QAT,electronics,false,denormalized from expanded_graph_nodes_v2.csv
QAT,aerospace,false,denormalized from expanded_graph_nodes_v2.csv
QAT,shipping,false,denormalized from expanded_graph_nodes_v2.csv
QAT,energy,true,denormalized from expanded_graph_nodes_v2.csv
QAT,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
QAT,banking,true,denormalized from expanded_graph_nodes_v2.csv
QAT,insurance,false,denormalized from expanded_graph_nodes_v2.csv
QAT,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
QAT,oil,true,denormalized from expanded_graph_nodes_v2.csv
QAT,gas,true,denormalized from expanded_graph_nodes_v2.csv
QAT,utilities,true,denormalized from expanded_graph_nodes_v2.csv
QAT,aviation,true,denormalized from expanded_graph_nodes_v2.csv
QAT,ports,false,denormalized from expanded_graph_nodes_v2.csv
QAT,telecommunications,true,denormalized from expanded_graph_nodes_v2.csv
QAT,agriculture,true,denormalized from expanded_graph_nodes_v2.csv
QAT,tourism,true,denormalized from expanded_graph_nodes_v2.csv
QAT,government,true,denormalized from expanded_graph_nodes_v2.csv
RUS,semiconductors,false,denormalized from expanded_graph_nodes_v2.csv
RUS,automotive,false,denormalized from expanded_graph_nodes_v2.csv
RUS,electronics,false,denormalized from expanded_graph_nodes_v2.csv
RUS,aerospace,true,denormalized from expanded_graph_nodes_v2.csv
RUS,shipping,false,denormalized from expanded_graph_nodes_v2.csv
RUS,energy,true,denormalized from expanded_graph_nodes_v2.csv
RUS,consumer_goods,true,denormalized from expanded_graph_nodes_v2.csv
RUS,banking,true,denormalized from expanded_graph_nodes_v2.csv
RUS,insurance,false,denormalized from expanded_graph_nodes_v2.csv
RUS,capital_markets,false,denormalized from expanded_graph_nodes_v2.csv
RUS,oil,true,denormalized from expanded_graph_nodes_v2.csv
RUS,gas,true,denormalized from expanded_graph_nodes_v2.csv
